Job Title,Position,Company,Job Type,Skill,Work Type,Industry Type,Seniority,City,Province,Min Salary,Max Salary
"Program Management, Business Analyst (16 Month Contract)",Business Analyst,L3Harris Technologies,Part-Time,"Python, No SQL, Program management, SQL, Relational databases",In-Person,Technology,ANY,Waterdown,ON,90000.0,106000.0
Data Analyst - Informatics And Systems,Data Analyst,Aimlsavy Incorporated,Full-Time,"Python, Databases, Database management",In-Person,Technology,ANY,Mississauga,ON,88608.0,93115.0
Analyste D'Affaires - Bi - Belron Canada,AI Analyst,Belron Canada,Full-Time,"Tableau, Power BI, Data modeling, Azure, Business analysis",In-Person,Others,ANY,Montréal,QC,68000.0,86000.0
Körber Business Analyst/Körber Analyste Économique,Business Analyst,Exertis | JAM,Full-Time,"Bilingual, Tableau, JD Edwards, Customer service, Business analysis",In-Person,Others,ANY,Baie-d'Urfé,QC,52000.0,75000.0
Senior Data Analyst,Data Analyst,Olsen Consulting,Full-Time,"ASP.NET, Azure, Business intelligence, Web development, C#",In-Person,Consulting,Senior,Calgary,AB,49000.0,95000.0
Sr. Data Analyst,Data Analyst,GalaxE.Solutions,Full-Time,"Big data, Spark, NoSQL, Java, Databases",In-Person,Consulting,Senior,Toronto,ON,80000.0,110000.0
Business Analyst,Business Analyst,Banff Caribou Properties Ltd.,Full-Time,"System design, Databases, SQL, Data collection, No SQL",In-Person,Others,ANY,Banff,AB,65000.0,87000.0
Financial Data Analyst And Report Developer,Data Analyst,Stir Consulting Inc.,Full-Time,"Bilingual, Tableau, Oracle, Python, SQL",In-Person,Technology,ANY,Montréal,QC,104000.0,119867.0
Business Analyst (Junior) 7618-0314,Business Analyst,Foilcon,Full-Time,"Python, SQL, Business analysis, Statistics, Visio",In-Person,Others,Junior,Toronto,ON,60000.0,100000.0
Blue Box Analyst,Others Analyst,Canadian Tire Corporation,Full-Time,"Power BI, SQL, Statistics, SQL",In-Person,Technology,ANY,Toronto,ON,60000.0,75000.0
"Senior Analyst, Performance And Analytics",Others Analyst,Ontario Health,Full-Time,"Tableau, Power BI, SQL, SAS, R",In-Person,Healthcare,Senior,Toronto,ON,72000.0,80000.0
Customs Compliance Analyst,Others Analyst,Panasonic Corporation,Full-Time,"Python, SQL, PCI, Process improvement, Visio",In-Person,Technology,ANY,Mississauga,ON,65000.0,100000.0
Business Systems Analyst And Data Analytics,Systems Analyst,Raise,Full-Time,"Power BI, SAP, Business analysis, SAP BW 4HANA, AWS",In-Person,Others,ANY,Ontario,ON,130928.0,145625.0
Business System Analyst,Systems Analyst,UST Global,Full-Time,"SQL, SQL",In-Person,Others,ANY,Toronto,ON,78000.0,100000.0
Expert Data Warehouse / Data Engineer / Data Analyst (M/W/D),Data Analyst,THIMM Group GmbH + Co. KG,Full-Time,Data warehouse,In-Person,Others,ANY,Engineer,Undef,47000.0,70000.0
Data Analyst,Data Analyst,Evercore,Full-Time,"Elasticsearch, SQL, NoSQL, Databases, Statistics",In-Person,Others,ANY,Montréal,QC,76000.0,106000.0
"Analyst, Business Systems",Systems Analyst,Northwestel Inc.,Full-Time,"Microsoft Windows Server, Authentication, Computer science, Drupal, Oracle",In-Person,Technology,ANY,Whitehorse,YT,45000.0,90000.0
Senior Qa Analyst,QA Analyst,Viv Technologies Inc.,Full-Time,"CI/CD, Spanish, DevOps, Statistics, Scrum",In-Person,Technology,Senior,Toronto,ON,55000.0,80000.0
Business Analyst,Business Analyst,HTS Engineering - Heat Transfer Solutions,Full-Time,"Jira, Project management, Scrum, Software development, Agile",In-Person,Construction,ANY,Toronto,ON,57000.0,82000.0
Data Analyst - Informatics And Systems,Data Analyst,Signalchem Lifesciences Corp,Full-Time,"Statistics, Computer science, Big data, Python, Office Suite",In-Person,Insurance,ANY,Richmond,BC,76960.0,139516.0
Data Analyst - Informatics And Systems,Data Analyst,Signalchem Lifesciences Corp,Full-Time,"Statistics, Computer science, Big data, Python, Office Suite",In-Person,Insurance,ANY,Richmond,QC,76960.0,118799.0
Data Analyst - Informatics And Systems,Data Analyst,Signalchem Lifesciences Corp,Full-Time,"Statistics, Computer science, Big data, Python, Office Suite",In-Person,Insurance,ANY,Richmond,NB,76960.0,129160.0
Technology Analyst - Sql Data Engineer,Data Engineer,Infosys,Full-Time,"Azure, R, SQL, IT, SDLC",In-Person,Others,ANY,Montréal,QC,78390.0,98009.0
Business Analyst,Business Analyst,CSI Consulting,Full-Time,"Business analysis, Visio, Business management",In-Person,Consulting,ANY,Mississauga,ON,67000.0,97000.0
Client Success Analyst,Others Analyst,Qventus,Full-Time,"Program management, Cerner, SQL, Statistics, Epic",Remote,Others,ANY,Remote,Undef,105622.0,108043.0
Business Analyst,Business Analyst,Eperformance Inc.,Full-Time,"DevOps, SQL, SSRS, Python, Enterprise architecture",In-Person,Technology,ANY,Ottawa,ON,65000.0,80000.0
Business Analyst,Business Analyst,City of Calgary,Full-Time,"Business analysis, Presentation skills, Agile, Business management, No SQL",In-Person,Government,ANY,Calgary,AB,90168.0,120556.0
Remote Project Training Tutor (Business Intelligence Direction),AI Analyst,SavvyPro Edu Inc.,Full-Time,Agile,Remote,Technology,ANY,Remote,Undef,104000.0,208000.0
Business Analyst,Business Analyst,T&T Supermarket,Full-Time,"Python, SQL, Statistics, Organizational skills, Chinese",In-Person,Others,ANY,Markham,ON,54000.0,63000.0
Data Support Analyst,Others Analyst,CI Financial,Full-Time,"Jira, SQL, Azure, Trello, SQL",In-Person,Finance,ANY,Toronto,ON,62000.0,100000.0
Supply Chain Analyst,AI Analyst,Growers First,Full-Time,"SQL, SAP, Supply chain, ERP systems, Statistics",In-Person,Others,ANY,North York,ON,60000.0,75000.0
Data Analyst - Informatics And Systems,Data Analyst,Alberta Cash Register POS Systems Inc,Full-Time,Python,In-Person,Technology,ANY,Calgary,AB,87360.0,104000.0
Data Analyst - Informatics And Systems,Data Analyst,Pearl Technologies LTD.,Full-Time,Python,In-Person,Technology,ANY,Toronto,ON,89440.0,140798.0
Business Data Analyst,Data Analyst,Six side Logistics,Full-Time,"Python, Windows, Office Suite, Computer skills",In-Person,Freeport,ANY,Mississauga,ON,91520.0,111651.0
Risk Analyst,Risk Analyst,goeasy,Full-Time,"Data mining, SAS, SQL, Statistical analysis, Statistics",In-Person,Others,ANY,Mississauga,ON,72000.0,80000.0
Senior Data Solution Analyst,Others Analyst,Sobeys,Full-Time,"Data management, No SQL",In-Person,Others,Senior,Mississauga,ON,80000.0,90000.0
Geophysicist/Data Analyst,Data Analyst,Sander Geophysics,Full-Time,Computer skills,In-Person,Others,ANY,Ottawa,ON,48000.0,54000.0
Senior Software Engineer (Business Intelligence) / Ingénieur Logiciel Senior,Data Engineer,Computershare,Full-Time,"Power BI, Oracle, SQL, Python, SQL",In-Person,Others,Senior,Montréal,QC,70000.0,114000.0
Field Data Capture Analyst,Others Analyst,i3 Energy Canada Ltd.,Full-Time,"Office Suite, Computer skills, No SQL",In-Person,Energy,ANY,Calgary,AB,108945.0,151459.0
Jr. Data Analyst,Data Analyst,Robert Half,Full-Time,"Tableau, R, AWS, Data visualization, Python",In-Person,Others,Junior,Edmonton,AB,65355.0,90729.0
Senior It Business Analyst - Montréal,IT Analyst,Lantic Inc.,Full-Time,"Bilingual, Tableau, Computer science, Power BI, ERP systems",In-Person,Technology,Senior,Montréal,QC,77000.0,87000.0
Logistics Analyst,Logistic Analyst,Labatt Breweries of Canada,Full-Time,"Power BI, SQL, SAP, Supply chain, Logistics",In-Person,Others,ANY,Moncton,NB,63000.0,114558.0
"Audit Analyst- First Nations, Metis, Inuit Candidates",IT Analyst,BMO Financial Group,Full-Time,"Statistics, No SQL",In-Person,Finance,ANY,Toronto,ON,60000.0,112000.0
"Business Systems Analyst, Digital / Analyste, Systémes D'Affaires Numérique",Systems Analyst,Imperial Tobacco Canada,Full-Time,"Azure, Writing skills, DevOps, Python, E-commerce",In-Person,Others,ANY,Montréal,QC,44000.0,90000.0
Pricing Analyst,Others Analyst,Staples,Full-Time,Statistics,In-Person,Others,ANY,Mississauga,ON,64310.0,92088.0
Supply Chain Analyst,AI Analyst,Galderma,Full-Time,"Python, Power BI, SQL, Oracle, Microsoft Outlook",In-Person,Others,ANY,Thornhill,ON,81000.0,91000.0
Business Systems Analyst,Systems Analyst,Moerai Soultions,Full-Time,"SQL, Business analysis, Visio, Statistics, Pivot tables",In-Person,Others,ANY,Mississauga,ON,54569.0,123321.0
Data Management & Governance Analyst/ Specialist,Data Specialist,Roche,Full-Time,"Business intelligence, SQL, REST, APIs, Metadata",In-Person,Others,Senior,Mississauga,ON,100000.0,115000.0
Fp&A Analyst,Others Analyst,Busbud,Full-Time,"Statistics, Statistics, Data visualization, No SQL",Remote,Others,ANY,Remote,Undef,51716.0,162883.0
Senior Data Analyst,Data Analyst,Queen's University,Full-Time,"Statistical software, Power BI, Data modeling, SAS, Relational databases",In-Person,Education,Senior,Kingston,NB,45000.0,48000.0
Business Data Analyst,Data Analyst,professional book fairs,Full-Time,"Python, Windows, Office Suite, Computer skills",In-Person,Others,ANY,Toronto,ON,91520.0,126638.0
Energy & Sustainability Data Analyst Ii,Data Analyst,BGIS,Full-Time,"Power BI, SQL, Tableau, Databases, Administrative experience",In-Person,Others,ANY,Ottawa,ON,44000.0,63000.0
Inventory Analyst,Others Analyst,GraingerCanada,Full-Time,"Customer service, SAP, Supply chain, Office Suite, SQL",In-Person,Others,ANY,Thornhill,ON,66000.0,120490.0
Data Analyst - Informatics And Systems,Data Analyst,PROVISORY SOLUTIONS INC.,Full-Time,"Python, No SQL",In-Person,Technology,ANY,Brampton,ON,89440.0,120994.0
"Technical Lead, Bi, Data Analytics, And Gov",Lead,Pacific Smoke International Inc,Full-Time,"Power BI, Data modeling, Azure, Business intelligence, Big data",In-Person,Technology,Senior,Markham,ON,85000.0,130000.0
Business Analyst,Business Analyst,The Minto Group,Full-Time,"Power BI, SQL, SQL, Statistics, Budgeting",In-Person,Others,ANY,Ottawa,ON,82000.0,88000.0
Data Warehouse Analyst,Others Analyst,VISAY TECHNOLOGIES INC,Full-Time,Python,In-Person,Technology,ANY,Edmonton,AB,87464.0,91064.0
Business Data Analyst,Data Analyst,Print Three,Full-Time,Python,In-Person,Others,ANY,Etobicoke,ON,88400.0,95160.0
Supply Chain Analyst,AI Analyst,Cardinal Health,Full-Time,"SQL, Microsoft Access, Supply chain, Logistics, Tableau",In-Person,Healthcare,ANY,Vaughan,ON,70000.0,71000.0
Business Data Analyst,Data Analyst,Plura Choice WebServices Inc,Full-Time,"SQL, Visio, Python, SQL, Usability",In-Person,Service,ANY,Calgary,AB,98009.0,117738.0
Edp (Electronic Data Processing) Systems Analyst,Systems Analyst,STAR CHOICE FINANCIAL GROUP INC.,Full-Time,"Python, Office Suite, SQL, Computer skills, Python",In-Person,Technology,ANY,North York,ON,89440.0,130825.0
Business Analyst,Business Analyst,Island Health,Full-Time,"Python, No SQL, SQL, Visio, Office Suite",In-Person,Healthcare,ANY,Victoria,BC,79601.0,114420.0
Business Analyst,Business Analyst,Island Health,Full-Time,"Python, No SQL, SQL, Visio, Office Suite",In-Person,Healthcare,ANY,Victoria,NL,79601.0,114420.0
Business Analyst,Business Analyst,Island Health,Full-Time,"Python, No SQL, SQL, Visio, Office Suite",In-Person,Healthcare,ANY,Victoria,MB,79601.0,114420.0
Performance Data Analyst (Internal Only),Data Analyst,MacEwan University,Part-Time,"Power BI, Business intelligence, Statistics, Office Suite, Databases",In-Person,Education,Junior,Edmonton,AB,61000.0,89000.0
Data Scientist/Business Analyst,Business Analyst,247 Labs Inc,Full-Time,"Azure, CSS, React, R, Google Cloud Platform",In-Person,Technology,ANY,Toronto,ON,95000.0,135000.0
"Analyst, Data Management - Trans-Canada Capital",IT Analyst,Air Canada,Full-Time,"Bilingual, Tableau, Investment, Pricing, Relational databases",In-Person,Others,ANY,Montréal,QC,69000.0,90000.0
Client Support Analyst,Others Analyst,Edgecom Energy,Full-Time,"Sales, Statistics, Data management, Customer support, No SQL",In-Person,Energy,ANY,North York,ON,55000.0,58000.0
"Analyst, Bram Program",Others Analyst,Mastercard,Full-Time,"Python, No SQL, SQL, Microsoft Access, Statistics",In-Person,Others,ANY,Toronto,ON,35000.0,71000.0
Principal Services Operations Analyst,Others Analyst,Dayforce,Full-Time,"Power BI, SQL, Ceridian, Statistics, Dayforce",In-Person,Others,Senior,Canada,Undef,84000.0,149000.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",In-Person,Healthcare,Senior,Calgary,AB,76000.0,101688.0
Pension Data Analyst,Data Analyst,Bevertec,Full-Time,"Power BI, Statistics, Math, AS400, Financial services",In-Person,Others,ANY,Toronto,ON,50000.0,93000.0
Supply Chain Analyst,AI Analyst,Uline,Full-Time,"No SQL, Power BI, SQL, Microsoft Access, Research",In-Person,Others,ANY,Milton,ON,75000.0,90000.0
Product Manager - Business Intelligence,Business Analyst,AutoTrader.ca,Full-Time,"Power BI, Data modeling, Business intelligence, .NET, SQL",In-Person,Others,ANY,Toronto,ON,103000.0,155000.0
"Senior Pension Analyst, Employer Services",Others Analyst,CAAT Pension Plan,Full-Time,"SQL, Statistics, Math, Time management",In-Person,Others,Senior,Toronto,ON,61000.0,74000.0
Murex Business Analyst,Business Analyst,Experis,Full-Time,"Jira, Bilingual, Tableau, Pricing, Python",In-Person,Others,ANY,Montréal,QC,100000.0,125000.0
Marketing Data Analyst,Data Analyst,Entourage Human Resources,Full-Time,"Python, Bilingual, No SQL, Tableau, SQL",In-Person,Others,ANY,Canada,Undef,70000.0,80000.0
Senior Finance Data Analyst (Commercial Finance),Data Analyst,Computershare,Full-Time,"SQL, Tableau, Java, SQL, Statistics",In-Person,Others,Senior,Toronto,ON,65000.0,79000.0
Information Technology (It) Data Analyst,Data Analyst,V Manage IT,Full-Time,Python,In-Person,Technology,ANY,Delta,BC,81120.0,129124.0
Senior Data Analyst,Data Analyst,Build Measure Learn Sweden AB,Full-Time,"Investment, Power BI, Statistics, Python, Tableau",In-Person,Others,Senior,Engineer,Undef,111419.0,124981.0
Finance Data Analyst,Data Analyst,Computershare,Full-Time,"Power BI, Oracle, Relational databases, SAP, Statistics",In-Person,Others,ANY,Toronto,ON,65000.0,79000.0
Database Analyst,Database Analyst,R.E. ROYAL TRADING INC.,Full-Time,Python,In-Person,Technology,ANY,Concord,ON,88524.0,100724.0
Business Analyst,Business Analyst,Scotiabank,Full-Time,"Apache Hive, SQL, Project management, Organizational skills, Agile",In-Person,Finance,ANY,Toronto,ON,75000.0,100000.0
Business Analyst,Business Analyst,ASEBP,Full-Time,"Power BI, Data modeling, SQL, Waterfall, Business analysis",In-Person,Others,ANY,Edmonton,AB,90000.0,96000.0
Sap S4/Hana Master Data Analyst (12-Month Contract),Data Analyst,Riverside Natural Foods Ltd.,Part-Time,"SAP, Data structures, Quality management, Office Suite, Change management",In-Person,Others,ANY,Toronto,ON,43000.0,93000.0
Analyst (Hybrid Role),Others Analyst,Tjene Corp,Full-Time,"Python, AutoCAD, Operating systems, React, XML",Hybrid,Others,ANY,Toronto,ON,68000.0,86000.0
Information And Data Management Advisor/Analyst/Officer,Others Analyst,CNSC/CCSN,Full-Time,"Bilingual, Python, Quality management, SQL, Statistics",In-Person,Others,ANY,Ottawa,ON,64000.0,118000.0
"Health Data Analyst, Perinatal Services Bc",Data Analyst,PHSA,Full-Time,"Statistics, Databases, Statistical analysis, Recruiting, No SQL",In-Person,Others,ANY,Vancouver,BC,68000.0,98000.0
"Junior Research Analyst - Data Science, Mixed Methods",Research Analyst,McGill University,Full-Time,"Tableau, Incident management, Big data, Research, SQL",In-Person,Education,Junior,Montréal,QC,62400.0,72800.0
Business Analyst (Bsa),Business Analyst,Atlantis IT group,Full-Time,"Power BI, Google Cloud Platform, Tableau, IT",In-Person,Technology,ANY,Toronto,ON,60000.0,98000.0
"Analyst, Flight Data",Others Analyst,Air Transat,Full-Time,"Python, No SQL, Tableau, SQL, Microsoft Outlook",In-Person,Others,ANY,Dorval,QC,67000.0,75000.0
People Technology Analyst,Others Analyst,Tucows,Full-Time,"Customer service, Statistics, APIs, HRIS, LMS",In-Person,Others,ANY,Toronto,ON,67000.0,78000.0
Compensation Analyst,Others Analyst,Longtrepreneur,Full-Time,"CRM software, SQL, SAP, Employee relations, Ceridian",Remote,Others,ANY,Remote,Undef,40000.0,45000.0
"Continuous Improvement Analyst (Permanent, Full-Time)",Others Analyst,SkilledTradesBC,Full-Time,"Python, No SQL, SQL, Process improvement, Visio",In-Person,Others,ANY,Richmond,BC,71000.0,96000.0
"Continuous Improvement Analyst (Permanent, Full-Time)",Others Analyst,SkilledTradesBC,Full-Time,"Python, No SQL, SQL, Process improvement, Visio",In-Person,Others,ANY,Richmond,QC,71000.0,96000.0
"Continuous Improvement Analyst (Permanent, Full-Time)",Others Analyst,SkilledTradesBC,Full-Time,"Python, No SQL, SQL, Process improvement, Visio",In-Person,Others,ANY,Richmond,NB,71000.0,96000.0
"Analyst Ii, Expansion Credit",IT Analyst,Affirm,Full-Time,"SQL, Risk management, Python",Remote,Others,ANY,Remote,Undef,55410.0,133496.0
Platform Operations Analyst,Others Analyst,Basis Technologies,Full-Time,"Computer science, Elasticsearch, TCP, SQL, React",Remote,Technology,ANY,Remote,Undef,64000.0,109000.0
Logistics Analyst,Logistic Analyst,Chemtrade,Full-Time,"Python, No SQL, Computer operation, SQL, SAP",In-Person,Others,ANY,Toronto,ON,59000.0,70000.0
"Junior Business Analyst (Banking Exp, Clarity)",IT Analyst,Teamrecruiter.com,Full-Time,"Process improvement, Agile, Business requirements, No SQL",In-Person,Others,Junior,Toronto,ON,60000.0,80000.0
"Business Analyst, Sr",Business Analyst,Saskatchewan Blue Cross,Full-Time,"Jira, Python, No SQL, SQL, Enterprise architecture",In-Person,Others,Senior,Saskatoon,SK,69000.0,87000.0
"Senior Manager, Business Planning & Market Intelligence",Business Analyst,Samsung Electronics,Full-Time,"Python, Pricing, Python, Korean, Statistics",In-Person,Others,Senior,Mississauga,ON,75000.0,126000.0
"Business Analyst (Banking, Timesheet & Clarity Experience Must)",IT Analyst,Aventura Consultants,Full-Time,"Process improvement, Project management, Agile, Business requirements, No SQL",In-Person,Consulting,ANY,Toronto,ON,60000.0,90000.0
Senior Business Analyst - D365,Business Analyst,ISG Search Inc,Full-Time,"Python, Power BI, SQL, Azure, DevOps",In-Person,Technology,Senior,Toronto,ON,60000.0,80000.0
"Senior Business Analyst, Investment Data Operations",Business Analyst,OMERS,Full-Time,"Investment, SQL, Microsoft Access, Azure, DevOps",In-Person,Others,Senior,Toronto,ON,81000.0,115000.0
